"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","99","totale","2020","2020",2802,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","1","nubile/celibe","2020","2020",2802,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","99","totale","2020","2020",800,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",4767,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",1235,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",4767,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","99","totale","2020","2020",8191,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",583,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",2894,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",1425,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",1534,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",1235,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",5645,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",5645,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",2299,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",1534,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",16075,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","99","totale","2020","2020",652,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",1425,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",2299,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","99","totale","2020","2020",2468,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",2894,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","1","nubile/celibe","2020","2020",652,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",734,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","1","nubile/celibe","2020","2020",1469,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",734,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",7884,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","99","totale","2020","2020",2843,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",16075,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",583,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",2843,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y6","6 anni","1","nubile/celibe","2020","2020",7884,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y6","6 anni","1","nubile/celibe","2020","2020",2468,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",4773,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",1599,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",8540,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",8540,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",1361,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",4773,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",1361,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",3107,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",2914,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",2914,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",1500,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",2319,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",3107,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",844,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",5643,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",1607,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",7943,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",1500,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",755,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",721,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",755,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",640,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",640,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",2319,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",16483,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",844,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",7943,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",1607,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","1","nubile/celibe","2020","2020",2454,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",721,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",1599,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",5643,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","1","nubile/celibe","2020","2020",2729,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y7","7 anni","99","totale","2020","2020",2454,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y7","7 anni","99","totale","2020","2020",2729,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",16483,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",3017,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",8638,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",3034,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",1301,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",4886,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",1301,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",1647,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",3034,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",1647,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",8638,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",3017,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",869,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",2390,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",4886,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",1443,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",778,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",2496,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",1443,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",636,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",16714,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",1574,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",636,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",2829,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",665,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",5863,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",2496,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",8076,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","1","nubile/celibe","2020","2020",869,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",8076,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",2390,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",16714,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",5863,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",665,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","1","nubile/celibe","2020","2020",2829,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y8","8 anni","99","totale","2020","2020",1574,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y8","8 anni","99","totale","2020","2020",778,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",715,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",2463,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",17254,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",2463,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",715,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",2696,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",8462,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",1790,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",3053,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",2854,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",723,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",919,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",5814,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",919,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",5814,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",871,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",8792,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",1511,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",1438,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",723,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",5159,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",2960,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","1","nubile/celibe","2020","2020",2854,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",1542,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",1790,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",2696,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",1542,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",1511,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",1438,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",17254,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",2960,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","99","totale","2020","2020",8792,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","1","nubile/celibe","2020","2020",3053,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",5159,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y9","9 anni","1","nubile/celibe","2020","2020",871,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y9","9 anni","99","totale","2020","2020",8462,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",3011,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","1","nubile/celibe","2020","2020",3011,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",1408,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","1","nubile/celibe","2020","2020",6224,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y10","10 anni","1","nubile/celibe","2020","2020",2448,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y10","10 anni","1","nubile/celibe","2020","2020",9055,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",1715,,
